Type,Policy ID,Policy Name,Policy Category ID,Policy Category Name,Policy Target All Computers,Policy Target Computer ID,Policy Target Computer Name,Policy Target Group ID,Policy Target Group Name,Policy Target Group is Smart,Policy Exclusion Computer ID,Policy Exclusion Computer Name,Policy Exclusion Group id,Policy Exclusion Group Name,Policy Exclusion Group is Smart,Policy Package ID,Policy Package Name,Policy Package Category Name,Policy Package Filename,Policy Script ID,Policy Script Name,Policy Script Category Name,Policy Script Filename,Configuration Profile ID,Configuration Profile Name,Configuration Profile Category ID,Configuration Profile Category Name,Configuration Profile Target Computer ID,Configuration Profile Target Computer Name,Configuration Profile Target Group ID,Configuration Profile Target Group Name,Configuration Profile Target Group is Smart,Configuration Profile Exclusion Group id,Configuration Profile Exclusion Group Name,Configuration Profile Exclusion Group is Smart,Policy Scripts ID,Policy Scripts Name
Target Computer Group,451,Citrix Workspace Settings Quintiles,46,"""Remote Access""",,,,36,Global-MacMD Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,451,Citrix Workspace Settings Quintiles,46,"""Remote Access""",,,,,,,,,,,,49,CitrixReceiverSettingsQuintiles-1.1.dmg,"""-Citrix""",CitrixReceiverSettingsQuintiles-1.1.dmg,,,,,,,,,,,,,,,,,,
Policy,452,Citrix Workspace Settings (Quintiles) - Enrollment,10,"""-Enrollment""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,452,Citrix Workspace Settings (Quintiles) - Enrollment,10,"""-Enrollment""",,,,,,,,,,,,49,CitrixReceiverSettingsQuintiles-1.1.dmg,"""-Citrix""",CitrixReceiverSettingsQuintiles-1.1.dmg,,,,,,,,,,,,,,,,,,
Policy,459,Cisco Webex 39.5.25.6 Meetings,34,"""Collaboration and Conferencing""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,459,Cisco Webex 39.5.25.6 Meetings,34,"""Collaboration and Conferencing""",,,,36,Global-MacMD Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,459,Cisco Webex 39.5.25.6 Meetings,34,"""Collaboration and Conferencing""",,,,,,,,,,,,231,Cisco Webex Desktop39.5.25.6.pkg,"""-Cisco""",Cisco Webex Desktop39.5.25.6.pkg,,,,,,,,,,,,,,,,,,
Policy,460,Cisco Webex 39.5.25.6 Meetings - General Availability,7,"""-Cisco""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,460,Cisco Webex 39.5.25.6 Meetings - General Availability,7,"""-Cisco""",,,,380,Policy-Webex 39.5.25.6 Desktop Tool - General Availability,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,460,Cisco Webex 39.5.25.6 Meetings - General Availability,7,"""-Cisco""",,,,,,,,,,,,231,Cisco Webex Desktop39.5.25.6.pkg,"""-Cisco""",Cisco Webex Desktop39.5.25.6.pkg,,,,,,,,,,,,,,,,,,
Policy,461,GlobalProtect Portal Setting,23,"""-Palo Alto Networks""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,461,GlobalProtect Portal Setting,23,"""-Palo Alto Networks""",,,,381,Last One Day Enrollment Machines,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,461,GlobalProtect Portal Setting,23,"""-Palo Alto Networks""",,,,,,,,,561,(ITST Enrollment Tools - Smart Group) Global-MacMD Computers New Enrollment Process Computers,True,,,,,,,,,,,,,,,,,,,,,,
Packages,461,GlobalProtect Portal Setting,23,"""-Palo Alto Networks""",,,,,,,,,,,,221,GlobalProtectPortalSetting.pkg,"""-Palo Alto Networks""",GlobalProtectPortalSetting.pkg,,,,,,,,,,,,,,,,,,
Policy,462,Palo Alto Global Protect Portal Setting - Enrollment ,10,"""-Enrollment""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,462,Palo Alto Global Protect Portal Setting - Enrollment ,10,"""-Enrollment""",,,,,,,,,,,,221,GlobalProtectPortalSetting.pkg,"""-Palo Alto Networks""",GlobalProtectPortalSetting.pkg,,,,,,,,,,,,,,,,,,
Policy,467,Remove McAfee Completely,19,"""-McAfee""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,467,Remove McAfee Completely,19,"""-McAfee""",,,,36,Global-MacMD Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,467,Remove McAfee Completely,19,"""-McAfee""",,,,450,Static-Wave 1 Users Software Developers,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,467,Remove McAfee Completely,19,"""-McAfee""",,,,451,Static-Wave 2 Users Software Developers,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,467,Remove McAfee Completely,19,"""-McAfee""",,,,,,,,,400,Global-MacMD Big Sur Computers,True,,,,,,,,,,,,,,,,,,,,,,
Scripts,467,Remove McAfee Completely,19,"""-McAfee""",,,,,,,,,,,,,,,,211,Uninstall McAfee Completely,"""IT Tools""",Uninstall McAfee Completely,,,,,,,,,,,,,,
Policy,472,McAfee DLP 11.4 ,38,"""Endpoint Protection""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,472,McAfee DLP 11.4 ,38,"""Endpoint Protection""",,1058,CLVW3011169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,472,McAfee DLP 11.4 ,38,"""Endpoint Protection""",,,,,,,,,,,,215,McAfeeDLP11.4.pkg,"""-McAfee""",McAfeeDLP11.4.pkg,,,,,,,,,,,,,,,,,,
Policy,474,McAfee Agent Install 5.6.5,19,"""-McAfee""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,474,McAfee Agent Install 5.6.5,19,"""-McAfee""",,,,396,"Policy-McAfee Agent, ENS & DLP Version is Not Installed",True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,474,McAfee Agent Install 5.6.5,19,"""-McAfee""",False,,,,,,2002,INBANWLX22516,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,474,McAfee Agent Install 5.6.5,19,"""-McAfee""",,,,,,,,,,,,234,McAfeeInstallAgent5.6.5.pkg,"""-McAfee""",McAfeeInstallAgent5.6.5.pkg,,,,,,,,,,,,,,,,,,
Scripts,474,McAfee Agent Install 5.6.5,19,"""-McAfee""",,,,,,,,,,,,,,,,188,McAfee Agent Install,"""-McAfee""",McAfee Agent Install,,,,,,,,,,,,,,
Policy,475,McAfee Endpoint Security 10.6.8,19,"""-McAfee""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,475,McAfee Endpoint Security 10.6.8,19,"""-McAfee""",,,,392,Policy-McAfee Agent 5.6.5 Available & ENS 10.6.8 Not Available,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,475,McAfee Endpoint Security 10.6.8,19,"""-McAfee""",,,,,,,,,,,,216,McAfeeENS10.6.8.pkg,"""-McAfee""",McAfeeENS10.6.8.pkg,,,,,,,,,,,,,,,,,,
Policy,476,McAfee DLP 11.4,19,"""-McAfee""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,476,McAfee DLP 11.4,19,"""-McAfee""",,,,387,Policy-McAfee Agent5.6.5 & ENS10.6.8 Available but DLP11.4 Not Available,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,476,McAfee DLP 11.4,19,"""-McAfee""",,,,,,,,,,,,215,McAfeeDLP11.4.pkg,"""-McAfee""",McAfeeDLP11.4.pkg,,,,,,,,,,,,,,,,,,
Policy,485,Stage macOS Catalina 10.15.7,20,"""-MacMD""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,485,Stage macOS Catalina 10.15.7,20,"""-MacMD""",,2010,INBGL3WLX50079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,485,Stage macOS Catalina 10.15.7,20,"""-MacMD""",,2317,INBGL1WLX23795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,485,Stage macOS Catalina 10.15.7,20,"""-MacMD""",,,,402,Policy-Eligible Machine to upgrade Catalina 15.7,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,485,Stage macOS Catalina 10.15.7,20,"""-MacMD""",,,,,,,,,,,,291,Install macOS Catalina15.7.2.pkg,"""-Apple""",Install macOS Catalina15.7.2.pkg,,,,,,,,,,,,,,,,,,
Policy,487,Upgrade to Catalina 10.15.7,36,"""DIY Support""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,487,Upgrade to Catalina 10.15.7,36,"""DIY Support""",,,,403,Policy-Staged macOS Catalina 15.7,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,487,Upgrade to Catalina 10.15.7,36,"""DIY Support""",,,,,,,,,,,,,,,,260,CatalinaOSUpgrade Jamf Helper,"""-Apple""",CatalinaOSUpgrade Jamf Helper,,,,,,,,,,,,,,
Policy,488,Uninstall McAfee Completely ,42,"""IT Tools""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,488,Uninstall McAfee Completely ,42,"""IT Tools""",,2214,INBGL1WLX47614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,488,Uninstall McAfee Completely ,42,"""IT Tools""",,3455,PL2WMY15723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,488,Uninstall McAfee Completely ,42,"""IT Tools""",,,,,,,,,,,,,,,,211,Uninstall McAfee Completely,"""IT Tools""",Uninstall McAfee Completely,,,,,,,,,,,,,,
Policy,499,CustomEvent For Catalina 15.7,20,"""-MacMD""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,499,CustomEvent For Catalina 15.7,20,"""-MacMD""",,,,403,Policy-Staged macOS Catalina 15.7,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,505,Remove Enterprise Connect,2,"""-Apple""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,505,Remove Enterprise Connect,2,"""-Apple""",,,,418,Policy - Kerberos Available Machines,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,505,Remove Enterprise Connect,2,"""-Apple""",,,,,,,,,,,,,,,,203,Uninstalling Enterprise Connect,"""-Apple""",Uninstalling Enterprise Connect,,,,,,,,,,,,,,
Policy,506,IQVIA Screensaver - Enrollment,10,"""-Enrollment""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,506,IQVIA Screensaver - Enrollment,10,"""-Enrollment""",,,,,,,,,,,,210,IQVIAScreensaver-2.0.pkg,"""-IQVIA""",IQVIAScreensaver-2.0.pkg,,,,,,,,,,,,,,,,,,
Scripts,506,IQVIA Screensaver - Enrollment,10,"""-Enrollment""",,,,,,,,,,,,,,,,173,SetUserScreensaver-2.0,"""-IQVIA""",SetUserScreensaver-2.0,,,,,,,,,,,,,,
Policy,507,IQVIA Wallpaper -  Enrollment,10,"""-Enrollment""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,507,IQVIA Wallpaper -  Enrollment,10,"""-Enrollment""",,,,,,,,,,,,209,IQVIAWallpaper-2.0.pkg,"""-IQVIA""",DesktopPicV2.pkg,,,,,,,,,,,,,,,,,,
Scripts,507,IQVIA Wallpaper -  Enrollment,10,"""-Enrollment""",,,,,,,,,,,,,,,,172,SetUserWallpaper-2.0,"""-IQVIA""",SetUserWallpaper-2.0,,,,,,,,,,,,,,
Policy,511,Apple Dock Items Setting,13,"""-IQVIA""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,511,Apple Dock Items Setting,13,"""-IQVIA""",,,,36,Global-MacMD Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,511,Apple Dock Items Setting,13,"""-IQVIA""",,,,,,,,,561,(ITST Enrollment Tools - Smart Group) Global-MacMD Computers New Enrollment Process Computers,True,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,511,Apple Dock Items Setting,13,"""-IQVIA""",,,,,,,,,400,Global-MacMD Big Sur Computers,True,,,,,,,,,,,,,,,,,,,,,,
Scripts,511,Apple Dock Items Setting,13,"""-IQVIA""",,,,,,,,,,,,,,,,221,DocK Settings,"""-Apple""",DocK Settings,,,,,,,,,,,,,,
Policy,518,Remove Report Phishing App,24,"""-PhishMe""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,518,Remove Report Phishing App,24,"""-PhishMe""",,,,414,Report Phishing Available Machines,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,519,PaperCut Print Deploy Client v1.4,44,"""Printers""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,519,PaperCut Print Deploy Client v1.4,44,"""Printers""",,,,36,Global-MacMD Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,519,PaperCut Print Deploy Client v1.4,44,"""Printers""",,,,,,,,,,,,287,PaperCut Print Deploy ClientSep20.pkg,"""-PaperCut""",PaperCut Print Deploy ClientSep20.pkg,,,,,,,,,,,,,,,,,,
Policy,521,Apple Xcode Command Line Tools 12.5.1,35,"""Developer Tools""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,521,Apple Xcode Command Line Tools 12.5.1,35,"""Developer Tools""",,,,36,Global-MacMD Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,521,Apple Xcode Command Line Tools 12.5.1,35,"""Developer Tools""",,,,,,,,,,,,293,Apple Xcode Command Line Tools 12.5.1.pkg,"""Developer Tools""",Apple Xcode Command Line Tools 12.5.1.pkg,,,,,,,,,,,,,,,,,,
Policy,522,2020-09-17 at 11:01 AM | s1053988 | 1 Computer,-1,"""No category assigned""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,522,2020-09-17 at 11:01 AM | s1053988 | 1 Computer,-1,"""No category assigned""",,2214,INBGL1WLX47614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,524,LAPS ,59,"""Test""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,525,MacMD Dock Items Setting- Enrollment,10,"""-Enrollment""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,525,MacMD Dock Items Setting- Enrollment,10,"""-Enrollment""",,,,,,,,,,,,,,,,221,DocK Settings,"""-Apple""",DocK Settings,,,,,,,,,,,,,,
Policy,526,Test Local account,59,"""Test""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,530,Microsoft Office 365 v16.47,43,"""Office Productivity""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,530,Microsoft Office 365 v16.47,43,"""Office Productivity""",,,,556,(ITST macOS Upgrade) macOS Monterey - Upgraded machines,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,530,Microsoft Office 365 v16.47,43,"""Office Productivity""",,,,400,Global-MacMD Big Sur Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,530,Microsoft Office 365 v16.47,43,"""Office Productivity""",,,,339,Global-MacMD Catalina Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,530,Microsoft Office 365 v16.47,43,"""Office Productivity""",,,,,,,,,,,,334,Microsoft_Office_16.47.21031401_BusinessPro_Installer.pkg,"""Office Productivity""",Microsoft_Office_16.47.21031401_BusinessPro_Installer.pkg,,,,,,,,,,,,,,,,,,
Policy,532,CiscoAnyConnectSecureMobilityClient-4.8.03052.pkg,42,"""IT Tools""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,532,CiscoAnyConnectSecureMobilityClient-4.8.03052.pkg,42,"""IT Tools""",,1283,CBGWY15885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,532,CiscoAnyConnectSecureMobilityClient-4.8.03052.pkg,42,"""IT Tools""",,2002,INBANWLX22516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,532,CiscoAnyConnectSecureMobilityClient-4.8.03052.pkg,42,"""IT Tools""",,,,,,,,,,,,295,CiscoAnyConnectSecureMobilityClient 4.8.03.pkg,"""IT Tools""",CiscoAnyConnectSecureMobilityClient 4.8.03.pkg,,,,,,,,,,,,,,,,,,
Policy,533,node js 12.18.4.pkg,35,"""Developer Tools""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,533,node js 12.18.4.pkg,35,"""Developer Tools""",,,,36,Global-MacMD Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,533,node js 12.18.4.pkg,35,"""Developer Tools""",,,,,,,,,,,,294,Node JS 12.18.4.pkg,"""Developer Tools""",Node JS 12.18.4.pkg,,,,,,,,,,,,,,,,,,
Policy,534,Appium 1.18.02.pkg,35,"""Developer Tools""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,534,Appium 1.18.02.pkg,35,"""Developer Tools""",,,,36,Global-MacMD Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,534,Appium 1.18.02.pkg,35,"""Developer Tools""",,,,,,,,,,,,292,Appium 1.18.02.pkg,"""Developer Tools""",Appium 1.18.02.pkg,,,,,,,,,,,,,,,,,,
Policy,538,Crowdstrike Falcon Sensor 6.24,38,"""Endpoint Protection""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,538,Crowdstrike Falcon Sensor 6.24,38,"""Endpoint Protection""",,1403,USRTPWLY26645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,538,Crowdstrike Falcon Sensor 6.24,38,"""Endpoint Protection""",,3688,USCBG1WLY12081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,538,Crowdstrike Falcon Sensor 6.24,38,"""Endpoint Protection""",,,,400,Global-MacMD Big Sur Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,538,Crowdstrike Falcon Sensor 6.24,38,"""Endpoint Protection""",,,,339,Global-MacMD Catalina Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,538,Crowdstrike Falcon Sensor 6.24,38,"""Endpoint Protection""",,,,,,,,,,,,349,CrowdStrikeFalconSensor-6.24.pkg,"""-Crowdstrike""",FalconSensorMacOS_6.24.pkg,,,,,,,,,,,,,,,,,,
Policy,541,PaperCut MF Client V20  - General Availability,61,"""-PaperCut""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,541,PaperCut MF Client V20  - General Availability,61,"""-PaperCut""",,,,422,Policy-PaperCut MF Client V20 Not Available,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,541,PaperCut MF Client V20  - General Availability,61,"""-PaperCut""",,,,,,,,,400,Global-MacMD Big Sur Computers,True,,,,,,,,,,,,,,,,,,,,,,
Packages,541,PaperCut MF Client V20  - General Availability,61,"""-PaperCut""",,,,,,,,,,,,289,PaperCut MF Client 20.pkg,"""-PaperCut""",PaperCut MF Client 20.pkg,,,,,,,,,,,,,,,,,,
Policy,542,PaperCut MF Client V20,44,"""Printers""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,542,PaperCut MF Client V20,44,"""Printers""",,,,36,Global-MacMD Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,542,PaperCut MF Client V20,44,"""Printers""",,,,,,,,,,,,289,PaperCut MF Client 20.pkg,"""-PaperCut""",PaperCut MF Client 20.pkg,,,,,,,,,,,,,,,,,,
Policy,544,Tanium Client 7.4.2.20,59,"""Test""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,544,Tanium Client 7.4.2.20,59,"""Test""",,2002,INBANWLX22516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,544,Tanium Client 7.4.2.20,59,"""Test""",,,,,,,,,,,,297,TaniumClient 7.4.2.20.pkg,"""Test""",TaniumClient 7.4.2.20.pkg,,,,,,,,,,,,,,,,,,
Policy,545,Reissue FileVault Recovery Key,2,"""-Apple""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,545,Reissue FileVault Recovery Key,2,"""-Apple""",,,,433,Policy-FileVault Recovery Key is Invalid or Unknown,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,545,Reissue FileVault Recovery Key,2,"""-Apple""",False,,,,,,767,GBLDNWL3027997,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,545,Reissue FileVault Recovery Key,2,"""-Apple""",False,,,,,,2214,INBGL1WLX47614,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,545,Reissue FileVault Recovery Key,2,"""-Apple""",False,,,,,,2515,PL2WM3029995,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,545,Reissue FileVault Recovery Key,2,"""-Apple""",,,,,,,,,,,,,,,,272,Reissue Filevault Recovery Key,"""-MacMD""",Reissue Filevault Recovery Key,,,,,,,,,,,,,,
Policy,546,Upgrade to Catalina 10.15.7 LC,59,"""Test""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,546,Upgrade to Catalina 10.15.7 LC,59,"""Test""",,1058,CLVW3011169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,546,Upgrade to Catalina 10.15.7 LC,59,"""Test""",,,,,,,,,,,,,,,,260,CatalinaOSUpgrade Jamf Helper,"""-Apple""",CatalinaOSUpgrade Jamf Helper,,,,,,,,,,,,,,
Policy,547,Apple Big Sur Updates Ignore,2,"""-Apple""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,547,Apple Big Sur Updates Ignore,2,"""-Apple""",,,,36,Global-MacMD Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,547,Apple Big Sur Updates Ignore,2,"""-Apple""",False,,,,,,2002,INBANWLX22516,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,547,Apple Big Sur Updates Ignore,2,"""-Apple""",,,,,,,,,400,Global-MacMD Big Sur Computers,True,,,,,,,,,,,,,,,,,,,,,,
Policy,548,Clear Software Update Catalog,2,"""-Apple""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,548,Clear Software Update Catalog,2,"""-Apple""",,,,400,Global-MacMD Big Sur Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,548,Clear Software Update Catalog,2,"""-Apple""",,,,492,Static-Policy-Software Update Clear Catalog,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,549,Box Sync 4.0.7,33,"""Cloud Storage""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,549,Box Sync 4.0.7,33,"""Cloud Storage""",,,,36,Global-MacMD Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,549,Box Sync 4.0.7,33,"""Cloud Storage""",,,,,,,,,,,,301,BoxSync-4.0.7965.pkg,"""Cloud Storage""",BoxSync-4.0.7965.pkg,,,,,,,,,,,,,,,,,,
Policy,550,Google Chrome,32,"""Browsers""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,550,Google Chrome,32,"""Browsers""",,,,36,Global-MacMD Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,550,Google Chrome,32,"""Browsers""",,,,,,,,,,,,345,Google Chrome 90.0.44.pkg,"""Browsers""",Google Chrome 90.0.44.pkg,,,,,,,,,,,,,,,,,,
Policy,552,Upgrade Mojave 14.6,20,"""-MacMD""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,552,Upgrade Mojave 14.6,20,"""-MacMD""",,,,354,Policy-Staged macOS Mojave 10.14.6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,553,Reset Ignore Apple Big Sur Updates,59,"""Test""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,553,Reset Ignore Apple Big Sur Updates,59,"""Test""",,2002,INBANWLX22516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,555,Zoom Client 5.4.1 - General Availability,34,"""Collaboration and Conferencing""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,555,Zoom Client 5.4.1 - General Availability,34,"""Collaboration and Conferencing""",,2583,USBET1WLY29050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,555,Zoom Client 5.4.1 - General Availability,34,"""Collaboration and Conferencing""",,,,364,Policy-Zoom v5.0.0 Client - General Availability,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,555,Zoom Client 5.4.1 - General Availability,34,"""Collaboration and Conferencing""",,,,408,Static-IT Admin Group,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,555,Zoom Client 5.4.1 - General Availability,34,"""Collaboration and Conferencing""",,,,,,,,,,,,304,Zoom Client 5.4.1.pkg,"""Collaboration and Conferencing""",Zoom Client 5.4.1.pkg,,,,,,,,,,,,,,,,,,
Policy,556,Uninstall Crowdstrike Sensor,59,"""Test""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,556,Uninstall Crowdstrike Sensor,59,"""Test""",,2002,INBANWLX22516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,558,Policy- Stage macOS Catalina Supplement Update (19H15) ,2,"""-Apple""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,558,Policy- Stage macOS Catalina Supplement Update (19H15) ,2,"""-Apple""",,,,442,Policy-Machines with Catalina (19H2),True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,558,Policy- Stage macOS Catalina Supplement Update (19H15) ,2,"""-Apple""",,,,,,,,,,,,303,macOSUpd10.15.7Supplemental19H15.pkg,"""-Apple""",macOSUpd10.15.7Supplemental19H15.pkg,,,,,,,,,,,,,,,,,,
Policy,560,Update Inventory at Startup,20,"""-MacMD""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,560,Update Inventory at Startup,20,"""-MacMD""",,,,36,Global-MacMD Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,560,Update Inventory at Startup,20,"""-MacMD""",,,,,,,,,500,Static-Policy-Update Inventory Computer Exclusion,False,,,,,,,,,,,,,,,,,,,,,,
Policy,562,Logs Collect,59,"""Test""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,562,Logs Collect,59,"""Test""",,2214,INBGL1WLX47614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,562,Logs Collect,59,"""Test""",,2534,USPLY1WL3029361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,562,Logs Collect,59,"""Test""",,,,,,,,,,,,,,,,251,LogCollect,"""IT Tools""",LogCollect,,,,,,,,,,,,,,
Policy,564,Upgrade to Big Sur ,36,"""DIY Support""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,564,Upgrade to Big Sur ,36,"""DIY Support""",,1747,DEKLN2WDZ18553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,564,Upgrade to Big Sur ,36,"""DIY Support""",,1812,AKLW3006921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,564,Upgrade to Big Sur ,36,"""DIY Support""",,2051,MESWY32357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
